,AAPL US Equity,,,,,MSFT US Equity,,,,,GOOGL US Equity,,,,,AMZN US Equity,,,,,TSLA US Equity,,,,,CSCO US Equity,,,,,ADBE US Equity,,,,,INTU US Equity,,,,,VRSN US Equity,,,,,PYPL US Equity,,,,,MDLZ US Equity,,,,,AMGN US Equity,,,,,GILD US Equity,,,,,MRNA UW Equity,,,,,REGN US Equity,,,,,JPM US Equity,,,,,GS US Equity,,,,,V US Equity,,,,,AXP US Equity,,,,,IBM US Equity,,,,,HSBA LN Equity,,,,,BARC LN Equity,,,,,LLOY LN Equity,,,,,STAN LN Equity,,,,,SDR LN Equity,,,,,HL/ LN Equity,,,,,LSEG LN Equity,,,,,BATS LN Equity,,,,,ULVR LN Equity,,,,,TSCO US Equity,,,,,SBRY LN Equity,,,,,MKS LN Equity,,,,,BA US Equity,,,,,DTE GR Equity,,,,,TTE FP Equity,,,,,ABI BB Equity,,,,,NOKIA FP Equity,,,,,BNP FP Equity,,,,,SAN FP Equity,,,,,ALV GR Equity,,,,,EXPN LN Equity,,,,,ITRK LN Equity,,,,,EZJ LN Equity,,,,,AUTO LN Equity,,,,,SGRO LN Equity,,,,,UTG LN Equity,,,,,LAND LN Equity,,,,,BND US Equity,,,,,UKAB3YAC Index,UKX Index,,,,,SPX Index,,,,
04/10/2021,139.14,141.76,142.21,138.27,98322008,299.35,298.23,299.8,296.93,14998978,142.215,140.539,142.33,140.241,22983900,171.276,170.101,171.463,169.67,42324820,258.13,248.63,258.2667,248.1867,64119066,56.73,56.4468,56.81,56.22,13156449,622.71,628,629.03,618.22,2809022,577.92,573.39,579.17,570.34,1168689,217.77,215.54,217.83,215.54,363109,278.11,276.02,278.33,274.69,3985813,60.36,60.39,60.71,60.21,6647140,213.61,214.75,215.53,213.2,1908756,71.19,71.63,71.87,71.18,5023626,430.14,448.04,453.5,426.7,2948518,638.9,644.31,644.31,632.445,654471,163.04,161.44,163.59,160.82,10102432,390.85,390.47,392.49,388.6,1789664,231.59,228.93,231.95,228.62,6461244,175.72,173.37,176,173.3,2680362,131.3255,130.8861,132.2711,130.6187,2964397,375.45,376.7,377,372.45,12285310,183.74,182.56,185.4,181.7,29207077,45.43,44.95,45.81,44.5,165703270,428.7,432.2,433.1,426.8,6104911,622.03,623.9,627.13,621.69,627383,1401,1408.5,1420.5,1398.5,882811,7826,7912,7914,7808,307111,2658,2660,2669,2651.5,2120924,3990,3988.5,4009.5,3977,2069147,210.72,210.16,210.98,208.11,411932,295.5,295,296.5,293.5,2911810,187.15,187.15,187.5,184.6,3418154,221.39,219.13,222.41,218.66,6498169,17.44,17.67,17.686,17.418,5010868,39.695,39.64,39.86,39.31,5267276,49.555,50.13,50.13,49.555,1258936,4.796,4.7865,4.799,4.72,177554,54.8,54.43,54.87,53.97,2790943,81.5755,82.5501,82.6794,81.5755,1524746,193.58,191.94,194.44,190.28,914576,3281,3329,3344,3276,824224,5114,5298,5310,5106,289299,680.6,652,685.4,644.8,5697446,611.2,617,617,608.2,1450717,1258,1286,1288,1258,1740648,1149.5,1140.5,1162,1140.5,350980,692,700.6,703,691.6,974737,85.93,86.01,86.03,85.88,4170610,3250,7051.48,7078.35,7080.23,7041.34,618848663,4455.48,4438.04,4463.12,4430.27,447148826
05/10/2021,141.11,139.49,142.24,139.36,80861062,294.17,296.14,296.47,292.9449,23571742,141.072,140.804,141.939,140.068,21881960,170.29,168.575,170.779,166.981,72689000,263.7867,257.7067,266.3333,256.4367,84211971,56.22,56.46,56.67,56.05,13859542,603.65,615.8,616.656,602.73,4152187,567.01,572.85,573.83,561.3,1279118,213.9,216.31,216.39,213.7012,440147,273.39,274.78,276.78,272.1855,4614852,59.47,60.16,60.55,59.39,6614124,213.11,213.25,214.95,212.695,1942971,70.41,71.11,71.29,70.29,5560476,408.84,429.38,433.5,407.29,2994129,619.07,636.71,636.71,616.26,783700,166.98,165,167.4,164.61,13220871,399.81,396.58,401,395.18,2788509,229.6,231.72,233.33,228.77,6881067,176.77,177.67,178.8,176.33,3703294,132.3475,131.7744,132.8299,131.3159,3306865,385.95,381.2,387.4,378.35,22467507,187.78,184.96,188.16,184.62,42957502,45.84,45.785,45.945,45.345,167675767,435.1,431.8,436.4,429,5278562,620.16,630.7,630.7,617.95,838694,1401.5,1412,1413.5,1384,779196,7554,7888,7916,7554,521310,2673.5,2670,2680.5,2647.5,3925972,3965,4005,4008,3957,2350393,210.31,210.75,212.79,208.3,892331,291.9,296.8,297,291.1,3475000,192.75,188.3,193.3,188.05,5728433,224.16,224,228.6,223.878,9749201,17.572,17.524,17.756,17.498,5109363,41.06,39.91,41.195,39.785,12904333,50.65,49.795,50.76,49.67,1564470,4.858,4.8105,4.8625,4.797,432890,56.5,55.15,56.5,54.82,4142484,81.6749,81.7545,82.4606,81.6351,1372980,195.88,194.46,196.38,194.46,1013799,3138,3313,3314,3132,1105172,4975,5158,5166,4949,335331,709.4,688,721,685.4,5083744,592,616,617.2,590.2,2092732,1220.5,1264.5,1266.5,1212,6118722,1143,1149.5,1159,1143,301870,714,698.8,719,694.4,1738325,85.83,85.8,85.9159,85.77,4858472,3250,7063.4,7051.48,7122.09,7043.21,840465162,4443.11,4442.12,4457.3,4436.19,533785390
06/10/2021,142,139.47,142.15,138.37,83221119,283.52,289.795,290.78,282.75,43186237,135.83,138.655,139.097,135.36,45772200,165.798,167.886,168.46,164.505,88616380,259.1867,262.4,265.2133,255.3934,76144266,55.52,55.7841,55.985,55.41,17803201,578.77,596.314,596.314,578.33,5108900,545.01,560.44,562.78,544.48,1647661,205.66,211.49,212.07,205.13,582003,262.19,269.895,271.44,261.68,8352372,58.7,59.19,59.3,58.21,9139721,212.27,212.3,214.76,211.65,2919009,69.97,70,70.8,69.67,6392310,384.21,399.79,403,376.11,3350321,605,607.22,617.71,603.79,1240453,166.08,167.7,169.3,165.66,13387886,389.5,400.45,404.21,388.39,2608961,225.56,228.87,228.87,224,6951365,173.14,175.49,177.24,172.685,3862445,131.3064,132.9302,133.4249,131.0581,4314595,385.35,384.35,390.9,382.7,20116193,186.32,187.6,188.5,185.54,33429958,45.5,45.84,46.165,45.25,149450373,433.7,432.8,438.4,431.6,4615352,607.24,622.54,622.54,604.35,950900,1422.5,1400.5,1425.5,1393.5,887517,7352,7540,7546,7314,752273,2700.5,2661.5,2706,2661.5,3528224,4012.5,3957.5,4042.5,3948.5,3039760,207.03,209.84,209.84,206.25,793838,292.2,291.7,293.6,287.6,4478654,189.5,192.7,192.7,186.65,6992703,218.41,222.9,224.577,216.42,9639787,17.39,17.628,17.698,17.278,6827801,41.595,41.555,42,41.28,13880191,50.34,50.82,51.79,50.34,2003214,4.7135,4.852,4.891,4.708,313289,54.84,55.23,55.5,54.43,6204607,81.2671,81.5755,82.7391,81.108,2180192,193.66,196.6,197.76,193.12,1314710,3105,3127,3131,3051,1130274,4920,4966,4966,4851,445512,684.6,705,708,679.8,6840545,587.8,592.4,592.4,582,1629039,1197,1217.5,1217.5,1162.5,2707235,1105.5,1173.5,1173.5,1100.5,695333,699,712.6,715.2,696,1608400,85.46,85.565,85.63,85.385,6253941,3250,7028.1,7063.4,7071.36,7015.58,783358913,4352.63,4419.54,4419.54,4346.33,660042766
07/10/2021,143.29,143.06,144.215,142.72,61732656,284,285.1,286.77,283.01,26353696,134.354,136.98,137.151,133.865,30848700,165.056,166.106,167.565,164.894,51245360,260.4367,259.9333,264.5,256.8933,62828631,55.48,55.615,55.98,55.34,14051718,577.7,585.45,586.55,576.07,2726816,546.93,548.88,553.15,545.04,994873,205.73,206.25,207.075,204.935,345753,259,263.51,264.46,256.89,6829064,59.05,58.24,59.49,58.025,7399101,214.9,212.5,216.8,211.85,1900914,70.94,70.16,71.4,69.95,5436814,378.9,393.44,397.87,375.74,2189006,606.7,607.14,612.74,604.975,615096,165.95,166.21,166.9,165.04,7777078,384.89,390.68,392.39,384.3,1955033,226.68,226.8,229.02,226.09,6432682,171.54,172.89,172.98,170.4,2726147,132.9397,131.5547,133.6561,130.3226,3774236,393.5,392.5,394.8,389,21120888,187.78,186,188.6,185.78,26556591,46.435,46,46.59,45.655,176994679,437.2,434,438.5,432.2,4540575,611.66,601.8,611.66,601.8,1003718,1439,1423.5,1439,1418.5,863372,7406,7376,7508,7366,838756,2736.5,2715.5,2743.5,2702,2708207,4063.5,4042,4074,4027.5,2561923,208.14,208.66,209.91,207.15,652702,290.5,292.2,295.5,290.5,3594581,190.5,191.15,194.75,188.75,6533947,225.36,227.8,229.94,224.86,16808041,17.496,17.404,17.57,17.366,6340121,41.035,41.1,41.5,40.37,8722511,49.72,50.26,50.31,49.64,1782222,4.724,4.7,4.7625,4.7,133011,55.26,55.07,55.44,54.25,3008697,83.2563,81.7843,83.7635,81.655,2108246,194.42,194.44,196.54,193.76,872726,3108,3089,3168,3089,1137331,4924,4904,4992,4895,263866,680,674.8,691.2,670.8,5154862,589.6,576.6,596.6,576.6,1717549,1206,1200,1231,1197.5,1741742,1093,1105,1123,1085.5,334039,704.4,699.2,711.6,696.8,1526433,85.47,85.58,85.67,85.3838,5123470,3250,7108.16,7028.1,7117.52,7026.85,718926304,4359.46,4362.41,4385.57,4355.08,510256048
08/10/2021,142.9,144.03,144.178,142.56,58773155,281.92,285.71,287.83,281.62,32343635,133.676,134.262,135.543,133.556,38028800,164.252,165.8,166.392,163.7,56940660,258.4933,260.3333,263.0435,258.3333,53867883,54.43,55.8,55.9,54.41,18541414,575.72,580.64,586.195,573.236,2747916,539.51,549.39,554.49,539.21,1540915,205.01,206.97,207.46,204.43,435724,260.21,259.65,263.47,258.73,5329257,58.18,59.12,59.295,58.12,6778312,212.65,215.791,216.67,212.52,2492183,69.85,71.21,71.568,69.8,6049919,384.86,381.82,390.59,377.37,1991850,605.18,607.76,613.58,604.62,549044,163.69,166.92,166.99,162.79,13168016,378.03,388,388.02,376.62,2668590,222.75,227.58,228.7855,222.63,7134206,167.53,172.18,172.36,167.41,3091993,132.7009,133.723,134.2674,132.2902,5824431,390.05,394.15,394.65,389.6,22577642,189.6,189,191.38,188.46,49158883,46.57,46.78,46.93,46.345,164155222,436,439.2,440,434.2,10291405,611.15,612.68,617.44,610.3,1271648,1431.5,1440,1447,1421.5,866302,7450,7432,7484,7400,580805,2604,2711,2717.5,2604,5312343,4005,4078,4081.5,4004.5,3265436,202.61,206.95,207.59,201.831,859154,285.4,292.9,293.4,283.1,5654890,183.5,191.6,191.6,181.55,7260232,219.94,226.08,226.15,219.46,10366948,17.33,17.582,17.664,17.318,10033914,41.335,41.21,41.865,40.875,10163250,49.145,49.95,50.14,49.04,2804155,4.745,4.7705,4.81,4.738,274084,55.44,55.72,55.96,55.11,4578672,82.6297,83.3756,84.2509,82.4109,2766162,195.24,196.14,197.32,192.48,1262183,3109,3130,3150,3098,1216256,4977,4962,5006,4924,336536,662.8,683.2,683.2,648,4645804,588.8,591.8,598.6,585.8,1536580,1195,1214.5,1221,1195,2906805,1088,1101,1111,1088,683869,697,707,710.8,697,1668509,85.45,85.44,85.5,85.375,5877670,3250,7086.42,7108.16,7159.61,7072.57,825603376,4307.54,4370.67,4382.55,4306.24,708255694
11/10/2021,142.81,142.27,144.81,141.81,64452219,289.1,282.1217,289.98,281.29,30086280,136.543,134.448,136.911,134.073,35360180,164.163,164.451,165.459,162.797,56712340,258.4067,259.4667,260.26,254.53,51094242,55.14,54.6,55.41,54.04,18338041,577.47,577.52,581.47,568.61,2915254,543.97,541.24,546.05,533.28,1439951,206.68,206.17,208.39,204.23,344684,264.65,261.4548,265.82,260.11,4560448,58.21,58.35,58.54,57.68,6266417,213.92,213.59,214.61,210.8,2629590,68.56,68.6035,69.41,67.635,9343666,341.09,359,359,323.42,7782277,570.79,576.75,578,556.05,1457908,167.13,164,168.3,163.6,11284976,380,379.44,382.72,375.845,2382303,230.46,224.17,231.56,223.47,7925368,173.94,168.5,175.12,168.48,3956002,136.8941,134.6781,137.515,134.0764,6604064,388.65,388,389.15,382.75,15991693,187.88,186.76,188.46,184.56,31613146,45.24,45.735,45.905,44.635,176743129,432.3,431.5,433.9,427.3,7872704,602.82,605.03,612.85,599.42,1220089,1421.5,1426.5,1442.5,1415.5,1475803,7448,7424,7538,7368,432417,2539.5,2601,2604.5,2534,4636603,3973,3994,4048.5,3971.5,2610452,201.36,204.08,204.08,199.36,923110,284.5,283.8,286.9,282.1,4104493,181.6,180.45,183.3,177.65,6276206,226,222.85,226.72,220.6,9113628,17.392,17.32,17.47,17.17,5697396,41.275,40.7,41.4,40.515,6843143,48.695,48.525,49.085,48.17,1777229,4.7475,4.74,4.7885,4.6905,293567,54.89,54.23,54.99,53.88,3262085,82.1623,81.665,82.5104,81.5556,1649717,195.92,193.3,196.44,191.42,1033527,3108,3098,3130,3083,881506,4867,4921,4921,4845,240101,703.8,645.8,704.6,634.4,8029255,583.8,585,589,578.8,1193981,1207,1188.5,1209.5,1181,1313014,1102,1080.5,1107,1073,391872,697,688.6,699.8,681,3756113,85.61,85.46,85.6499,85.425,6029864,3250,7027.07,7086.42,7086.42,6989.64,741117052,4357.04,4317.16,4375.19,4288.52,599123734
12/10/2021,141.51,143.23,143.25,141.04,73035859,283.11,287.4,287.75,280.25,31350747,133.66,135.961,135.961,131.05,51201940,159.489,163.969,163.999,158.813,90461140,260.51,265.5,268.99,258.7067,91450023,54.23,54.5,54.68,53.95,17084070,558.49,574.59,576.8,552.14,3976963,525.35,539.69,541.525,519,1456264,205.35,205.39,205.75,204.3,632127,255.01,261.8378,262.57,251.59,7267168,58.07,58.21,58.78,57.625,8281840,211.44,214.1,215.64,210.77,2856360,67.56,68.2,69.025,67.3,7560253,325.84,307.54,330.49,305,5755218,555.42,565.37,568.13,553.1,993085,166.95,166.97,170.437,165.73,14120044,374.15,380.21,386.87,372.82,2895551,224.73,230,230.33,220.81,10283388,172.66,173.88,177.23,171.88,3613872,137.6487,136.3401,139.4539,135.9677,7351128,384.2,384,389.85,382.55,20175243,187.28,188.04,190.72,185.42,21573099,44.8,45.12,45.46,44.47,120599864,428.7,432.1,437.4,427.7,5605638,593.3,599.42,605.03,593.3,1185553,1406.5,1416,1425.5,1404,846806,7412,7442,7526,7398,367017,2567,2538.5,2585.5,2525.5,2791125,3948.5,3972,3977,3917.5,2773831,196,197.07,199.41,192.9,1396293,294.1,286.5,301.4,285.9,7568561,183.85,181.9,186.8,179.7,4601911,223.79,225.68,227.971,222,6946121,17.378,17.384,17.514,17.21,4790122,42.09,41.585,42.425,41.185,8850439,48.585,48.6,49.04,48.445,1354606,4.751,4.712,4.8225,4.712,298081,54.37,54.87,55.27,54.06,2174187,82.5999,81.844,83.1668,81.5556,1234236,194.6,195.36,196.38,193.98,900870,3056,3097,3112,3053,554225,4795,4847,4903,4795,112093,699,712.4,716,691.6,6428108,580,583.6,591,576.2,1718438,1188,1208.5,1209.5,1183.5,1658867,1100,1097,1111.5,1093,443594,694.4,697.6,701.6,692.2,1059834,85.55,85.51,85.62,85.435,7280029,3250,7011.01,7027.07,7072.48,7002.72,694468191,4300.46,4348.84,4355.51,4278.94,694916561
13/10/2021,140.91,141.235,141.4,139.2,78762721,288.76,284.0464,290.398,284.0464,24993024,136.023,134.041,137.224,134.041,32403260,161.05,160.225,163.037,160.123,65384160,260.1967,261.5987,265.77,258.0667,55297875,54.69,54.13,55.025,54.13,14135038,566.7,563.91,570.29,559.21,2337838,533.35,529.06,536.93,526.4,958298,206.63,205.74,208.35,204.94,328450,260.15,255.22,262.77,253.59,6326587,58.83,58,59.11,57.9,8160903,211.86,211.21,213.99,211.08,2482170,67.4,67.45,68.1298,67.24,7236740,332.11,331.01,338.01,327.32,2764892,550.9,555.91,564.725,549.27,930101,168.66,167.21,170.14,166.67,12292877,385.81,378.1,388.22,375.5,2508430,224.28,225.48,227.38,223.92,5813999,174.76,173.43,176.06,172.64,2629648,136.7317,138.26,138.4988,136.2446,6976648,393,386.05,394.7,386.05,16074555,194.6,187.76,194.94,187.24,41629290,46.52,45,46.645,44.845,209925016,441.8,430.5,443.2,429.8,7380159,593.3,594.49,596.87,590.24,1526018,1408.5,1408,1428,1405,890939,7468,7450,7482,7382,438384,2550,2562,2580.5,2549.5,2936736,3918.5,3950,3961,3917,2198124,197.55,196.04,198.58,195.89,740051,299.4,295.1,302.9,294.5,9168135,185.7,184.35,187.35,183.45,8271012,224.42,224.27,226.45,222.42,5687275,17.172,17.394,17.624,17.138,5724573,43.35,41.965,43.425,41.82,11031582,48.36,48.73,48.88,48.255,1498732,4.902,4.7475,4.92,4.7475,302668,56.88,54.45,56.88,54.33,3433936,83.0076,82.5104,83.4154,82.4308,1182406,196.96,195.06,197.7,194.48,888122,3094,3070,3102,3066,661941,4792,4822,4840,4773,193239,693.4,700.8,706.2,681,3394054,581.6,581.6,589.6,581.6,1098258,1193.5,1193.5,1201,1185,1680835,1093.5,1106.5,1107,1093,292273,700.8,694,702,694,911994,85.34,85.5,85.52,85.3129,4395381,3000,7077.1,7011.01,7084.52,7011.01,758326126,4345.72,4309.87,4369.23,4309.87,544456116
14/10/2021,143.76,142.11,143.88,141.51,69907100,293.11,285.78,293.63,285.5093,28002559,137.565,134.75,137.75,134.55,24364280,163.101,160.677,163.217,159.931,50659540,260.9167,258.7333,262.22,257.74,43898304,53.94,54.345,54.38,52.98,26339162,570.31,561.24,572.155,560.21,2043151,534.61,526.42,537.93,526.01,977795,208.19,205.03,208.59,204.95,600349,264.06,256.29,264.39,256.03,4615285,60.2,58.89,60.245,58.35,11222783,209.98,211.32,212.08,208.965,2928189,67.48,67.385,67.71,66.88,6398576,302.42,318.23,325.6,300.72,3695440,546.57,548,553.93,543.41,890392,169.02,167.99,169.1,166,8692607,388.05,382.38,389.55,378.66,2111769,226.51,222.04,226.62,221.25,5420941,173.4,172.55,174.9,169.9,2922239,135.9771,136.0918,136.9419,134.5731,5328433,406.3,398.75,410.15,397.9,46170771,191.9,194.46,194.78,190.68,36584446,46.05,46.475,46.725,45.65,177847950,450.5,441.3,453.4,437.1,14755768,588.88,587.18,592.96,580.72,839300,1415,1397,1430.5,1390,950889,7446,7434,7490,7332,572979,2525.5,2549.5,2549.5,2507.5,3774625,3878,3891.5,3900,3836.5,3056488,196.65,196.24,197.76,195.12,803871,290.7,297.7,303.7,290.1,5524994,179.5,183.4,185.65,177.25,8794615,224.99,221.08,225.07,219.2,7157571,16.746,17.1,17.124,16.574,27892818,42.755,43.205,43.205,42.315,11594677,47.52,47.75,47.75,46.865,2600012,4.892,4.883,4.94,4.843,296570,56.2,56.64,56.88,55.48,3120919,82.5004,82.7491,82.8087,81.7047,1267598,196.3,195.76,197.84,192.92,1038974,3047,3072,3072,3011,1190266,4775,4746,4794,4724,164710,661.4,683.4,686.6,651.4,5515190,574.6,578.4,578.4,563.2,1785915,1187.5,1184.5,1187.5,1165.5,1767336,1086,1074.5,1089,1059,514429,684.6,694.2,695.8,681.8,1653228,85.38,85.36,85.41,85.31,7177885,3000,6995.87,7077.1,7077.1,6945.5,875579644,4363.55,4319.57,4365.57,4290.49,560551489
15/10/2021,144.84,143.77,144.895,143.51,67940334,294.85,295.175,296.64,293.92,20430471,139.225,138.892,140.042,138.651,25110140,165.122,164.577,166.287,164.153,48181500,264.5367,261.82,268.3333,261.1267,57587346,55.02,54.493,55.41,54.35,14725495,578.96,578.46,586.145,576.19,2648546,537.73,538.17,544.75,537.08,955575,209.63,209.67,212.81,209.24,374908,263.54,265.95,268.6933,263.07,5276445,59.89,60.06,60.34,59.79,7540892,209.12,208.53,212.45,208.53,3331677,68.14,67.5,68.32,67.15,5349386,309.36,295,317.3,293.7,3230008,552.02,548.14,559.75,547.32,774332,170.09,171.2,171.51,169.54,10195443,390.62,392.91,397.85,389.76,2348003,230.55,228.91,231.16,228.49,6561920,174.29,175.5,176.8681,173.7,3578801,135.4518,136.3306,136.9657,135.1844,3823803,416.05,411,419.55,408,37686585,193.74,194.7,195.08,191.88,39078726,46.5,46.555,46.715,45.6,139743622,472,456,475.2,454.8,11098035,595.51,595.17,597.89,592.96,890200,1399,1428,1428,1366.5,1283286,7602,7512,7612,7446,385493,2534,2544.5,2564.5,2533,3180140,3874,3896,3924,3874,2310445,198,196.3951,200.17,196.29,970932,293.5,292.3,297.7,288.5,4029509,171.8,182.55,183.9,170.35,9646623,226.48,227.34,229,225.9,7748521,16.87,16.802,16.984,16.742,12401665,42.695,42.83,43.03,41.88,8205608,47.895,47.395,48.14,47.395,1783938,5.019,4.959,5.043,4.95,474821,57.09,56.8,57.92,56.03,4022752,83.5248,82.7391,83.8133,82.6695,1676194,198.68,196.9,199.6,196.32,1094660,3115,3105,3137,3078,804388,4904,4865,4919,4818,291263,639.2,672.4,684.2,636.2,4831732,587.2,580.6,587.2,573.2,1952897,1208.5,1198.5,1211,1193.5,1720348,1103.5,1100.5,1105.5,1082,640715,689.2,694.8,696.6,689.2,1111978,85.14,85.2283,85.25,85.1236,5363470,3000,7078.04,6995.87,7094.93,6995.87,673497446,4399.76,4383.73,4429.97,4383.73,513804708
18/10/2021,146.55,143.445,146.84,143.16,85589175,294.85,296.219,296.6409,293.76,17685700,139.786,139.577,140.331,139.218,26525840,164.431,165.85,166.072,164.41,39964340,261.83,265.4033,265.46,260.3033,50215812,55.08,55.2,55.3,54.75,9255682,576.86,581.3,583.61,575.52,2051019,531.12,539.06,541.39,529.44,937012,205.94,209.98,210.96,205.75,389160,260.06,264.955,265.47,259.8,4095908,59.54,59.96,60,59.405,5787650,208.95,210.125,210.18,207.649,2350037,68.05,68.05,68.41,67.82,4259030,304.91,310.44,314,297.65,2227392,550.02,551.88,555.52,543.25,532467,170.22,170.02,171.34,169.295,8190144,392.81,390.83,394.31,388.18,1446728,230.27,231,232.7335,230.18,3735169,175.15,173.85,176.98,173.53,2375299,136.7986,135.4518,137.2093,134.7259,3731279,419.55,412.85,420.5,412.55,32123280,195.16,193.92,195.76,193.38,25514774,46.86,46.695,47.03,46.5,123728017,480.8,471.2,482.5,470.8,8134196,594.49,591.6,598.06,591.26,680012,1401,1401,1414,1375.5,1402086,7650,7630,7666,7562,396296,2537,2535,2541,2520,1916028,3866.5,3875,3889.5,3842.5,2470459,194.72,198.54,199.4,194.49,676140,295.6,294.5,296.7,291.4,3777800,174.3,176.4,177.35,172.85,5719742,226.39,226.75,228.712,225.4,4515032,16.75,16.864,16.946,16.73,7937716,43.35,43.115,43.61,42.85,7492965,47.515,47.27,47.925,47.25,2093186,5.084,5.037,5.12,5.024,474722,57,56.93,57.49,56.86,2512322,83.8431,83.853,84.2111,83.3756,1352495,198.66,198.62,199.44,197.82,701830,3113,3169,3181,3105,731608,4949,4909,4982,4909,261069,636.6,642.6,652,630.4,3416355,581.4,587.6,587.6,578.2,1713226,1201,1208,1210,1194.5,1299828,1053,1097,1097,1050,952636,689,688.4,693.8,684.6,1427784,84.93,85.08,85.08,84.88,4547140,3000,7095.55,7078.04,7109.34,7070.53,628702467,4391.34,4406.51,4412.02,4386.22,442878221
19/10/2021,148.76,147.01,149.17,146.55,76378894,294.23,292.92,297.97,292.745,19298634,138.914,139.292,140.712,138.859,17953620,162.315,163.75,164.63,161.905,40684060,263.98,262.55,267.08,261.8333,42600966,54.93,55.25,55.3801,54.9,8117578,573.07,574.5,582.28,571.495,1410612,525.41,528.75,533.46,525.04,1025263,204.83,204.93,206.63,204.43,378643,255.05,257.93,260.66,254.69,5031650,59.42,59.85,59.85,59.34,5266371,206.7,209.06,209.89,206.59,1982159,68.08,68.23,68.447,67.85,3315630,305.1,300,314,298.47,1490202,546.26,549.65,557.87,545.6,538651,166.64,170.8,171.29,166.46,12154737,385.24,392.9,396.95,385.02,1787360,225.11,230.01,230.315,224.87,5620197,173.46,175.79,176.79,173.33,2499347,136.044,137.066,137.62,136.0154,2793298,430.8,420.45,430.8,420.45,42516297,197.68,195.44,198.6,194.54,27880930,47.93,46.9,47.995,46.77,198314418,491.7,480.8,498.1,478.7,7931395,591.77,588.03,594.83,588.03,556747,1461,1415.5,1461,1401,1900342,7624,7666,7666,7516,323599,2540.5,2540,2547.5,2520.5,2344124,3865,3851,3873.5,3831.5,1618684,193.53,195.2708,196.83,193.45,782006,293.7,295.6,295.6,289.2,3830649,172.75,173.55,174.55,171.3,3973526,226.45,226.5,232.1,225.32,7287044,16.676,16.754,16.836,16.67,7155577,44.22,43.85,44.29,43.66,7165322,47.345,47.48,47.815,47.205,1355710,5.083,5.057,5.088,4.985,433455,57.33,57,57.78,56.96,2173487,84.2409,83.9326,84.2807,83.3359,1129282,198.54,199.18,199.8,198.04,606078,3115,3101,3115,3052,568543,4973,4914,4985,4905,197890,648,638.4,652.8,633.4,3209072,579,572,581.4,572,1023104,1200,1194,1200,1174.5,2000943,1052,1055.5,1055.5,1021.5,546210,690.8,685,690.8,679,1266714,84.8,84.825,84.88,84.78,3286631,3000,7146.85,7095.55,7146.85,7085.85,639657591,4361.19,4385.44,4415.88,4360.59,434331952
20/10/2021,149.26,148.7,149.754,148.12,58418788,292.88,295.34,295.44,292.35,17974143,136.449,139.48,139.507,135.76,36332240,162.367,162.85,163.376,161.814,36391420,268.5733,266.9767,270.7733,265.5233,66060120,54.28,54.99,55.06,54.07,14241870,580.69,579.157,584.22,574.42,1740279,527.05,527.02,533.4,524.14,873062,204.67,204.98,205.59,204.07,373351,255.85,256,257.97,253.78,4289324,59.67,59.63,59.91,59.42,6343278,201.89,207.43,207.562,200.47,3543954,67.37,68.19,68.34,67.29,8855983,311.13,313.22,315.87,302.56,1758261,544.44,546.09,549.351,541.58,521644,165.36,165.75,166.6898,164.77,13032633,386.53,386.22,388.59,381.02,2088229,224.05,225.56,226.22,222.92,5448215,174.91,173.61,176.56,173.1,3069585,134.1719,135.8339,135.9198,134.0095,3148559,429,421.85,429,421.85,23342571,197.46,195.46,197.88,193.12,20020562,48.525,47.195,48.525,46.95,162517880,491.2,486.3,491.8,486.1,7658329,586.5,585.82,589.05,584.8,588653,1460,1440,1461.5,1435.5,521188,7754,7572,7770,7498,313623,2539.5,2529,2543,2521.5,2581897,3851.5,3847,3863,3828.5,1908248,193.29,193.69,195.24,192.4,533398,294.7,290.3,294.7,286.1,3722731,176.7,171.75,178.15,169.7,10232275,223.57,226,228.66,223.12,8486823,16.408,16.658,16.658,16.262,11789057,43.7,43.8,44.12,43.5,5690310,47,46.9,47.19,46.715,1581830,5.065,5.022,5.111,5.022,190921,57.19,56.5,57.28,56.27,1991495,83.0574,83.674,84.2907,82.9181,1330245,198.06,197.8,198.72,196.66,795508,3109,3083,3132,3067,539588,4949,4915,4978,4911,177697,625.4,655,659.2,621,10651032,584,573.4,584,571.4,1257248,1210,1188.5,1210.5,1184.5,1381671,1057.5,1020,1057.5,1020,290028,699.8,682.2,700,681.6,1013776,85.11,84.89,85.14,84.89,5529557,3000,7130.23,7146.85,7146.85,7063.43,687485489,4350.65,4368.31,4374.89,4342.09,529787814
